Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,phage,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,time_point,phase_of_infection
SRR6502038,RNA-Seq,50,450414450,PRJNA430510,SAMN08375143,317105558,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3590844,GSM2939988,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939988,Cell Lysate,SRP131105,15min,Middle
SRR6502040,RNA-Seq,75,884886025,PRJNA430510,SAMN08375142,380937639,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX3590845,GSM2939989,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:55:00Z,1,GSM2939989,Cell Lysate,SRP131105,15min,Middle
SRR6502041,RNA-Seq,50,390136950,PRJNA430510,SAMN08375141,274547432,GEO,public,"fastq,run.zq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX3590846,GSM2939990,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939990,Cell Lysate,SRP131105,25min,Late
SRR6502042,RNA-Seq,75,303511243,PRJNA430510,SAMN08375140,134169319,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX3590847,GSM2939991,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939991,Cell Lysate,SRP131105,25min,Late
SRR6502043,RNA-Seq,75,301174983,PRJNA430510,SAMN08375140,133853852,GEO,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX3590847,GSM2939991,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939991,Cell Lysate,SRP131105,25min,Late
SRR6502044,RNA-Seq,75,317856565,PRJNA430510,SAMN08375140,141288755,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX3590847,GSM2939991,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939991,Cell Lysate,SRP131105,25min,Late
SRR6502045,RNA-Seq,75,306195104,PRJNA430510,SAMN08375140,134156641,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX3590847,GSM2939991,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939991,Cell Lysate,SRP131105,25min,Late
SRR6502046,RNA-Seq,75,328492826,PRJNA430510,SAMN08375139,142143600,GEO,public,"run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX3590848,GSM2939992,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939992,Cell Lysate,SRP131105,25min,Late
SRR6502047,RNA-Seq,75,325340314,PRJNA430510,SAMN08375139,141591339,GEO,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX3590848,GSM2939992,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939992,Cell Lysate,SRP131105,25min,Late
SRR6502048,RNA-Seq,75,339965427,PRJNA430510,SAMN08375139,148131568,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX3590848,GSM2939992,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939992,Cell Lysate,SRP131105,25min,Late
SRR6502049,RNA-Seq,75,329918919,PRJNA430510,SAMN08375139,141583692,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX3590848,GSM2939992,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by YuA,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939992,Cell Lysate,SRP131105,25min,Late
