Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,phage,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,time_point,phase_of_infection
SRR6502010,RNA-Seq,75,333990319,PRJNA430510,SAMN08375152,147157605,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX3590834,GSM2939979,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939979,Cell Lysate,SRP131105,5min,Early
SRR6502011,RNA-Seq,75,324986163,PRJNA430510,SAMN08375152,140976822,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX3590834,GSM2939979,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939979,Cell Lysate,SRP131105,5min,Early
SRR6502012,RNA-Seq,75,325697334,PRJNA430510,SAMN08375151,142118346,GEO,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX3590836,GSM2939980,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939980,Cell Lysate,SRP131105,5min,Early
SRR6502013,RNA-Seq,75,322447861,PRJNA430510,SAMN08375151,141464516,GEO,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX3590836,GSM2939980,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939980,Cell Lysate,SRP131105,5min,Early
SRR6502014,RNA-Seq,75,337511336,PRJNA430510,SAMN08375151,148113922,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX3590836,GSM2939980,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939980,Cell Lysate,SRP131105,5min,Early
SRR6502015,RNA-Seq,75,327647323,PRJNA430510,SAMN08375151,141650043,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX3590836,GSM2939980,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939980,Cell Lysate,SRP131105,5min,Early
SRR6502016,RNA-Seq,75,275927562,PRJNA430510,SAMN08375150,119499656,GEO,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX3590837,GSM2939981,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939981,Cell Lysate,SRP131105,10min,Middle
SRR6502017,RNA-Seq,75,274443454,PRJNA430510,SAMN08375150,119539086,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX3590837,GSM2939981,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939981,Cell Lysate,SRP131105,10min,Middle
SRR6502018,RNA-Seq,75,285835417,PRJNA430510,SAMN08375150,124546253,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX3590837,GSM2939981,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939981,Cell Lysate,SRP131105,10min,Middle
SRR6502019,RNA-Seq,75,278703140,PRJNA430510,SAMN08375150,119530754,GEO,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX3590837,GSM2939981,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939981,Cell Lysate,SRP131105,10min,Middle
SRR6502020,RNA-Seq,75,272937267,PRJNA430510,SAMN08375149,119282880,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX3590838,GSM2939982,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939982,Cell Lysate,SRP131105,15min,Late
SRR6502021,RNA-Seq,75,269597756,PRJNA430510,SAMN08375149,118408871,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX3590838,GSM2939982,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939982,Cell Lysate,SRP131105,15min,Late
SRR6502022,RNA-Seq,75,282252521,PRJNA430510,SAMN08375149,124089157,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX3590838,GSM2939982,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:53:00Z,1,GSM2939982,Cell Lysate,SRP131105,15min,Late
SRR6502023,RNA-Seq,75,274940976,PRJNA430510,SAMN08375149,119000085,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX3590838,GSM2939982,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:51:00Z,1,GSM2939982,Cell Lysate,SRP131105,15min,Late
SRR6502024,RNA-Seq,75,422104543,PRJNA430510,SAMN08375148,186932904,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX3590839,GSM2939983,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939983,Cell Lysate,SRP131105,15min,Late
SRR6502025,RNA-Seq,75,418082952,PRJNA430510,SAMN08375148,186149938,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX3590839,GSM2939983,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939983,Cell Lysate,SRP131105,15min,Late
SRR6502026,RNA-Seq,75,437950825,PRJNA430510,SAMN08375148,194969023,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX3590839,GSM2939983,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939983,Cell Lysate,SRP131105,15min,Late
SRR6502027,RNA-Seq,75,423170813,PRJNA430510,SAMN08375148,185542391,GEO,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX3590839,GSM2939983,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939983,Cell Lysate,SRP131105,15min,Late
SRR6502028,RNA-Seq,75,406218433,PRJNA430510,SAMN08375147,182741341,GEO,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX3590840,GSM2939984,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939984,Cell Lysate,SRP131105,15min,Late
SRR6502029,RNA-Seq,75,402326982,PRJNA430510,SAMN08375147,181925008,GEO,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX3590840,GSM2939984,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939984,Cell Lysate,SRP131105,15min,Late
SRR6502030,RNA-Seq,75,422259419,PRJNA430510,SAMN08375147,190968568,GEO,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX3590840,GSM2939984,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939984,Cell Lysate,SRP131105,15min,Late
SRR6502031,RNA-Seq,75,409503071,PRJNA430510,SAMN08375147,182213250,GEO,public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX3590840,GSM2939984,Illumina MiSeq,SINGLE,cDNA,TRANSCRIPTOMIC,Pseudomonas aeruginosa,Infected by LUZ19,ILLUMINA,2018-01-26T00:00:00Z,2018-01-23T19:52:00Z,1,GSM2939984,Cell Lysate,SRP131105,15min,Late
