sys_id,type,subtype,activity,sys_beg,sys_end,protein_in_syst,genes_count,name_of_profiles_in_sys,Geneid
ordered_protein_CAS_Class1-Subtype-I-D_19,Cas,CAS_Class1-Subtype-I-D,Defense,WP_052277822.1,WP_046663050.1,WP_052277822.1,5,"cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_3,cas4_I_II_III_IV_V_VI_1,cas6_I_II_III_IV_V_VI_15,csc1gr5_I-D_2",ACLB6K_RS14550
ordered_protein_CAS_Class1-Subtype-I-D_19,Cas,CAS_Class1-Subtype-I-D,Defense,WP_052277822.1,WP_046663050.1,WP_287636336.1,5,"cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_3,cas4_I_II_III_IV_V_VI_1,cas6_I_II_III_IV_V_VI_15,csc1gr5_I-D_2",ACLB6K_RS14565
ordered_protein_CAS_Class1-Subtype-I-D_19,Cas,CAS_Class1-Subtype-I-D,Defense,WP_052277822.1,WP_046663050.1,WP_069474919.1,5,"cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_3,cas4_I_II_III_IV_V_VI_1,cas6_I_II_III_IV_V_VI_15,csc1gr5_I-D_2",ACLB6K_RS14570
ordered_protein_CAS_Class1-Subtype-I-D_19,Cas,CAS_Class1-Subtype-I-D,Defense,WP_052277822.1,WP_046663050.1,WP_420064529.1,5,"cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_3,cas4_I_II_III_IV_V_VI_1,cas6_I_II_III_IV_V_VI_15,csc1gr5_I-D_2",ACLB6K_RS14575
ordered_protein_CAS_Class1-Subtype-I-D_19,Cas,CAS_Class1-Subtype-I-D,Defense,WP_052277822.1,WP_046663050.1,WP_046663050.1,5,"cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_3,cas4_I_II_III_IV_V_VI_1,cas6_I_II_III_IV_V_VI_15,csc1gr5_I-D_2",ACLB6K_RS14580
ordered_protein_MazEF_3,MazEF,MazEF,Defense,WP_069474486.1,WP_002778731.1,WP_069474486.1,2,"MazEF__MazE,MazEF__MazF",ACLB6K_RS14835
ordered_protein_MazEF_3,MazEF,MazEF,Defense,WP_069474486.1,WP_002778731.1,WP_002778731.1,2,"MazEF__MazE,MazEF__MazF",ACLB6K_RS14840
ordered_protein_RM_Type_IIG_2_17,RM,RM_Type_IIG_2,Defense,WP_123230958.1,WP_123230958.1,WP_123230958.1,1,RM_Type_IIG__Type_IIG_FAM_0.einsi_trimmed,ACLB6K_RS17075
ordered_protein_HEC-01_2,HEC-01,HEC-01,Defense,WP_123230253.1,WP_123230252.1,WP_123230253.1,2,"HEC-01__HEC-01A,HEC-01__HEC-01B",ACLB6K_RS17790
ordered_protein_HEC-01_2,HEC-01,HEC-01,Defense,WP_123230253.1,WP_123230252.1,WP_123230252.1,2,"HEC-01__HEC-01A,HEC-01__HEC-01B",ACLB6K_RS17795
ordered_protein_RM_Type_IIG_14,RM,RM_Type_IIG,Defense,WP_069475264.1,WP_069475264.1,WP_069475264.1,1,RM_Type_IIG__Type_IIG_FAM_2.einsi_trimmed,ACLB6K_RS19725
ordered_protein_RM_Type_IIG_15,RM,RM_Type_IIG,Defense,WP_123230013.1,WP_123230013.1,WP_123230013.1,1,RM_Type_IIG__Type_IIG_FAM_1.einsi_trimmed,ACLB6K_RS20395
ordered_protein_RM_Type_II_9,RM,RM_Type_II,Defense,WP_242028729.1,WP_069474026.1,WP_242028729.1,2,"RM_Type_II__Type_II_MTases_FAM_1,RM_Type_II__Type_II_REase26",ACLB6K_RS20915
ordered_protein_RM_Type_II_9,RM,RM_Type_II,Defense,WP_242028729.1,WP_069474026.1,WP_069474026.1,2,"RM_Type_II__Type_II_MTases_FAM_1,RM_Type_II__Type_II_REase26",ACLB6K_RS20920
ordered_protein_MazEF_4,MazEF,MazEF,Defense,WP_002736094.1,WP_002735990.1,WP_002736094.1,2,"MazEF__MazE,MazEF__MazF",ACLB6K_RS21050
ordered_protein_MazEF_4,MazEF,MazEF,Defense,WP_002736094.1,WP_002735990.1,WP_002735990.1,2,"MazEF__MazE,MazEF__MazF",ACLB6K_RS21055
ordered_protein_RM_Type_I_8,RM,RM_Type_I,Defense,WP_123231310.1,WP_123231308.1,WP_123231310.1,3,"RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_03",ACLB6K_RS23620
ordered_protein_RM_Type_I_8,RM,RM_Type_I,Defense,WP_123231310.1,WP_123231308.1,WP_002750885.1,3,"RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_03",ACLB6K_RS23640
ordered_protein_RM_Type_I_8,RM,RM_Type_I,Defense,WP_123231310.1,WP_123231308.1,WP_123231308.1,3,"RM__Type_I_MTases_FAM_1,RM__Type_I_REases_FAM_2.einsi_trimmed,RM__Type_I_S_03",ACLB6K_RS23645
ordered_protein_CAS_Class1-Subtype-I-B_18,Cas,CAS_Class1-Subtype-I-B,Defense,WP_045356677.1,WP_123230651.1,WP_045356677.1,8,"WYL_I_II_III_IV_V_VI_4,cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_13,cas3_I_2,cas5_I_9,cas6_I-B_III_2,cas7_I-B_6,cas8b3_I-B_3",ACLB6K_RS24295
ordered_protein_CAS_Class1-Subtype-I-B_18,Cas,CAS_Class1-Subtype-I-B,Defense,WP_045356677.1,WP_123230651.1,WP_123230645.1,8,"WYL_I_II_III_IV_V_VI_4,cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_13,cas3_I_2,cas5_I_9,cas6_I-B_III_2,cas7_I-B_6,cas8b3_I-B_3",ACLB6K_RS24300
ordered_protein_CAS_Class1-Subtype-I-B_18,Cas,CAS_Class1-Subtype-I-B,Defense,WP_045356677.1,WP_123230651.1,WP_123230646.1,8,"WYL_I_II_III_IV_V_VI_4,cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_13,cas3_I_2,cas5_I_9,cas6_I-B_III_2,cas7_I-B_6,cas8b3_I-B_3",ACLB6K_RS24305
ordered_protein_CAS_Class1-Subtype-I-B_18,Cas,CAS_Class1-Subtype-I-B,Defense,WP_045356677.1,WP_123230651.1,WP_184891207.1,8,"WYL_I_II_III_IV_V_VI_4,cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_13,cas3_I_2,cas5_I_9,cas6_I-B_III_2,cas7_I-B_6,cas8b3_I-B_3",ACLB6K_RS24310
ordered_protein_CAS_Class1-Subtype-I-B_18,Cas,CAS_Class1-Subtype-I-B,Defense,WP_045356677.1,WP_123230651.1,WP_123230648.1,8,"WYL_I_II_III_IV_V_VI_4,cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_13,cas3_I_2,cas5_I_9,cas6_I-B_III_2,cas7_I-B_6,cas8b3_I-B_3",ACLB6K_RS24315
ordered_protein_CAS_Class1-Subtype-I-B_18,Cas,CAS_Class1-Subtype-I-B,Defense,WP_045356677.1,WP_123230651.1,WP_123230649.1,8,"WYL_I_II_III_IV_V_VI_4,cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_13,cas3_I_2,cas5_I_9,cas6_I-B_III_2,cas7_I-B_6,cas8b3_I-B_3",ACLB6K_RS24320
ordered_protein_CAS_Class1-Subtype-I-B_18,Cas,CAS_Class1-Subtype-I-B,Defense,WP_045356677.1,WP_123230651.1,WP_123230717.1,8,"WYL_I_II_III_IV_V_VI_4,cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_13,cas3_I_2,cas5_I_9,cas6_I-B_III_2,cas7_I-B_6,cas8b3_I-B_3",ACLB6K_RS24325
ordered_protein_CAS_Class1-Subtype-I-B_18,Cas,CAS_Class1-Subtype-I-B,Defense,WP_045356677.1,WP_123230651.1,WP_123230651.1,8,"WYL_I_II_III_IV_V_VI_4,cas1_I_II_III_IV_V_VI_1,cas2_I_II_III_IV_V_VI_13,cas3_I_2,cas5_I_9,cas6_I-B_III_2,cas7_I-B_6,cas8b3_I-B_3",ACLB6K_RS24335
